Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,
220,"5/24/22, 11:09:39 AM",1 ft,0:00:01,0.7 mph,21 ft,140° true,N18° 21.535' W65° 01.984',
221,"5/24/22, 11:09:40 AM",2 ft,0:00:01,1.3 mph,21 ft,138° true,N18° 21.535' W65° 01.984',
222,"5/24/22, 11:09:41 AM",1 ft,0:00:01,0.7 mph,21 ft,352° true,N18° 21.534' W65° 01.983',
223,"5/24/22, 11:09:42 AM",0 ft,0:00:01,0.2 mph,23 ft,322° true,N18° 21.534' W65° 01.983',
224,"5/24/22, 11:09:43 AM",1 ft,0:00:01,0.7 mph,23 ft,318° true,N18° 21.534' W65° 01.983',
225,"5/24/22, 11:09:44 AM",1 ft,0:00:01,0.5 mph,23 ft,318° true,N18° 21.535' W65° 01.984',
226,"5/24/22, 11:09:45 AM",1 ft,0:00:01,0.8 mph,21 ft,297° true,N18° 21.535' W65° 01.984',
227,"5/24/22, 11:09:46 AM",1 ft,0:00:01,1.0 mph,23 ft,300° true,N18° 21.535' W65° 01.984',
228,"5/24/22, 11:09:47 AM",1 ft,0:00:01,0.6 mph,23 ft,248° true,N18° 21.535' W65° 01.984',
229,"5/24/22, 11:09:48 AM",1 ft,0:00:01,0.4 mph,23 ft,207° true,N18° 21.535' W65° 01.984',
230,"5/24/22, 11:09:49 AM",2 ft,0:00:01,1.0 mph,23 ft,177° true,N18° 21.535' W65° 01.984',
231,"5/24/22, 11:09:50 AM",0 ft,0:00:01,0.3 mph,23 ft,184° true,N18° 21.535' W65° 01.984',
232,"5/24/22, 11:09:51 AM",0 ft,0:00:01,0.3 mph,23 ft,300° true,N18° 21.534' W65° 01.984',
233,"5/24/22, 11:09:52 AM",1 ft,0:00:01,0.4 mph,23 ft,336° true,N18° 21.534' W65° 01.984',
234,"5/24/22, 11:09:53 AM",0 ft,0:00:01,0.1 mph,23 ft,270° true,N18° 21.535' W65° 01.984',
235,"5/24/22, 11:09:54 AM",0 ft,0:00:01,0.3 mph,23 ft,211° true,N18° 21.535' W65° 01.984',
236,"5/24/22, 11:09:55 AM",0 ft,0:00:01,0.3 mph,23 ft,200° true,N18° 21.535' W65° 01.984',
237,"5/24/22, 11:09:56 AM",0 ft,0:00:01,0.2 mph,23 ft,326° true,N18° 21.534' W65° 01.984',
238,"5/24/22, 11:09:57 AM",1 ft,0:00:01,0.5 mph,23 ft,291° true,N18° 21.534' W65° 01.984',
239,"5/24/22, 11:09:58 AM",1 ft,0:00:01,0.4 mph,23 ft,295° true,N18° 21.535' W65° 01.985',
240,"5/24/22, 11:09:59 AM",1 ft,0:00:01,0.5 mph,24 ft,248° true,N18° 21.535' W65° 01.985',
241,"5/24/22, 11:10:00 AM",1 ft,0:00:01,0.6 mph,24 ft,215° true,N18° 21.535' W65° 01.985',
242,"5/24/22, 11:10:01 AM",1 ft,0:00:01,0.4 mph,24 ft,203° true,N18° 21.534' W65° 01.985',
243,"5/24/22, 11:10:02 AM",1 ft,0:00:01,0.5 mph,24 ft,272° true,N18° 21.534' W65° 01.985',
244,"5/24/22, 11:10:03 AM",1 ft,0:00:01,0.5 mph,24 ft,355° true,N18° 21.534' W65° 01.985',
245,"5/24/22, 11:10:04 AM",1 ft,0:00:01,0.7 mph,24 ft,320° true,N18° 21.534' W65° 01.985',
246,"5/24/22, 11:10:05 AM",1 ft,0:00:01,0.4 mph,24 ft,273° true,N18° 21.535' W65° 01.985',
247,"5/24/22, 11:10:06 AM",1 ft,0:00:01,0.8 mph,24 ft,159° true,N18° 21.535' W65° 01.985',
248,"5/24/22, 11:10:07 AM",1 ft,0:00:01,0.7 mph,24 ft,92° true,N18° 21.534' W65° 01.985',
249,"5/24/22, 11:10:08 AM",2 ft,0:00:01,1.3 mph,24 ft,115° true,N18° 21.534' W65° 01.985',
250,"5/24/22, 11:10:09 AM",2 ft,0:00:01,1.5 mph,24 ft,110° true,N18° 21.534' W65° 01.985',
251,"5/24/22, 11:10:10 AM",1 ft,0:00:01,1.0 mph,24 ft,138° true,N18° 21.534' W65° 01.984',
252,"5/24/22, 11:10:11 AM",2 ft,0:00:01,1.2 mph,24 ft,41° true,N18° 21.534' W65° 01.984',
253,"5/24/22, 11:10:12 AM",1 ft,0:00:01,0.6 mph,23 ft,25° true,N18° 21.534' W65° 01.984',
254,"5/24/22, 11:10:13 AM",1 ft,0:00:01,0.5 mph,23 ft,44° true,N18° 21.534' W65° 01.984',
255,"5/24/22, 11:10:14 AM",1 ft,0:00:01,0.5 mph,23 ft,287° true,N18° 21.534' W65° 01.984',
256,"5/24/22, 11:10:15 AM",1 ft,0:00:01,0.8 mph,23 ft,113° true,N18° 21.534' W65° 01.984',
257,"5/24/22, 11:10:16 AM",1 ft,0:00:01,0.5 mph,23 ft,283° true,N18° 21.534' W65° 01.984',
258,"5/24/22, 11:10:17 AM",1 ft,0:00:01,1.0 mph,21 ft,268° true,N18° 21.534' W65° 01.984',
259,"5/24/22, 11:10:18 AM",1 ft,0:00:01,0.9 mph,21 ft,263° true,N18° 21.534' W65° 01.984',
260,"5/24/22, 11:10:19 AM",1 ft,0:00:01,0.7 mph,23 ft,114° true,N18° 21.534' W65° 01.984',
261,"5/24/22, 11:10:20 AM",1 ft,0:00:01,0.9 mph,23 ft,120° true,N18° 21.534' W65° 01.984',
262,"5/24/22, 11:10:21 AM",2 ft,0:00:01,1.0 mph,21 ft,125° true,N18° 21.534' W65° 01.984',
263,"5/24/22, 11:10:22 AM",1 ft,0:00:01,0.9 mph,23 ft,140° true,N18° 21.534' W65° 01.984',
264,"5/24/22, 11:10:23 AM",1 ft,0:00:01,0.7 mph,21 ft,57° true,N18° 21.534' W65° 01.984',
265,"5/24/22, 11:10:24 AM",1 ft,0:00:01,0.4 mph,23 ft,18° true,N18° 21.534' W65° 01.984',
266,"5/24/22, 11:10:25 AM",1 ft,0:00:01,0.4 mph,21 ft,8° true,N18° 21.534' W65° 01.984',
267,"5/24/22, 11:10:26 AM",1 ft,0:00:01,0.6 mph,21 ft,346° true,N18° 21.534' W65° 01.984',
268,"5/24/22, 11:10:27 AM",1 ft,0:00:01,0.7 mph,21 ft,332° true,N18° 21.534' W65° 01.984',
269,"5/24/22, 11:10:28 AM",1 ft,0:00:01,0.5 mph,21 ft,299° true,N18° 21.534' W65° 01.984',
270,"5/24/22, 11:10:29 AM",1 ft,0:00:01,0.8 mph,21 ft,353° true,N18° 21.535' W65° 01.984',
271,"5/24/22, 11:10:30 AM",0 ft,0:00:01,0.2 mph,21 ft,240° true,N18° 21.535' W65° 01.984',
272,"5/24/22, 11:10:31 AM",1 ft,0:00:01,0.4 mph,21 ft,183° true,N18° 21.535' W65° 01.984',
273,"5/24/22, 11:10:32 AM",1 ft,0:00:01,0.6 mph,21 ft,121° true,N18° 21.535' W65° 01.984',
274,"5/24/22, 11:10:33 AM",1 ft,0:00:01,0.6 mph,21 ft,334° true,N18° 21.535' W65° 01.984',
275,"5/24/22, 11:10:34 AM",1 ft,0:00:01,0.6 mph,21 ft,71° true,N18° 21.535' W65° 01.984',
276,"5/24/22, 11:10:35 AM",1 ft,0:00:01,0.5 mph,21 ft,82° true,N18° 21.535' W65° 01.984',
277,"5/24/22, 11:10:36 AM",0 ft,0:00:01,0.3 mph,21 ft,114° true,N18° 21.535' W65° 01.983',
278,"5/24/22, 11:10:37 AM",1 ft,0:00:01,0.4 mph,21 ft,188° true,N18° 21.535' W65° 01.983',
279,"5/24/22, 11:10:38 AM",1 ft,0:00:01,0.4 mph,21 ft,189° true,N18° 21.535' W65° 01.983',
280,"5/24/22, 11:10:39 AM",0 ft,0:00:01,0.3 mph,21 ft,252° true,N18° 21.534' W65° 01.983',
281,"5/24/22, 11:10:40 AM",0 ft,0:00:01,0.2 mph,23 ft,316° true,N18° 21.534' W65° 01.984',
282,"5/24/22, 11:10:41 AM",1 ft,0:00:01,0.4 mph,23 ft,332° true,N18° 21.535' W65° 01.984',
283,"5/24/22, 11:10:42 AM",1 ft,0:00:01,0.5 mph,21 ft,296° true,N18° 21.535' W65° 01.984',
284,"5/24/22, 11:10:43 AM",1 ft,0:00:01,0.6 mph,23 ft,278° true,N18° 21.535' W65° 01.984',
285,"5/24/22, 11:10:44 AM",1 ft,0:00:01,0.7 mph,21 ft,289° true,N18° 21.535' W65° 01.984',
286,"5/24/22, 11:10:45 AM",1 ft,0:00:01,0.5 mph,23 ft,248° true,N18° 21.535' W65° 01.984',
287,"5/24/22, 11:10:46 AM",2 ft,0:00:01,1.2 mph,23 ft,93° true,N18° 21.535' W65° 01.984',
288,"5/24/22, 11:10:47 AM",1 ft,0:00:01,0.5 mph,23 ft,90° true,N18° 21.535' W65° 01.984',
289,"5/24/22, 11:10:48 AM",1 ft,0:00:01,0.8 mph,23 ft,150° true,N18° 21.535' W65° 01.984',
290,"5/24/22, 11:10:49 AM",0 ft,0:00:01,0.2 mph,23 ft,165° true,N18° 21.534' W65° 01.984',
291,"5/24/22, 11:10:50 AM",0 ft,0:00:01,0.2 mph,23 ft,220° true,N18° 21.534' W65° 01.984',
292,"5/24/22, 11:10:51 AM",0 ft,0:00:01,0.3 mph,23 ft,90° true,N18° 21.534' W65° 01.984',
293,"5/24/22, 11:10:52 AM",0 ft,0:00:01,0.2 mph,23 ft,254° true,N18° 21.534' W65° 01.984',
294,"5/24/22, 11:10:53 AM",0 ft,0:00:01,0.3 mph,23 ft,62° true,N18° 21.534' W65° 01.984',
295,"5/24/22, 11:10:54 AM",0 ft,0:00:01,0.2 mph,23 ft,342° true,N18° 21.534' W65° 01.984',
296,"5/24/22, 11:10:55 AM",0 ft,0:00:01,0.3 mph,23 ft,307° true,N18° 21.534' W65° 01.984',
297,"5/24/22, 11:10:56 AM",1 ft,0:00:01,0.6 mph,23 ft,295° true,N18° 21.534' W65° 01.984',
298,"5/24/22, 11:10:57 AM",0 ft,0:00:01,0.3 mph,23 ft,319° true,N18° 21.535' W65° 01.984',
299,"5/24/22, 11:10:58 AM",0 ft,0:00:01,0.2 mph,23 ft,83° true,N18° 21.535' W65° 01.984',
300,"5/24/22, 11:10:59 AM",0 ft,0:00:01,0.2 mph,23 ft,215° true,N18° 21.535' W65° 01.984',
301,"5/24/22, 11:11:00 AM",0 ft,0:00:01,0.3 mph,23 ft,224° true,N18° 21.535' W65° 01.984',
302,"5/24/22, 11:11:01 AM",0 ft,0:00:01,0.3 mph,23 ft,169° true,N18° 21.535' W65° 01.984',
303,"5/24/22, 11:11:02 AM",1 ft,0:00:01,0.6 mph,23 ft,129° true,N18° 21.534' W65° 01.984',
304,"5/24/22, 11:11:03 AM",1 ft,0:00:01,0.5 mph,23 ft,255° true,N18° 21.534' W65° 01.984',
305,"5/24/22, 11:11:04 AM",1 ft,0:00:01,0.5 mph,23 ft,212° true,N18° 21.534' W65° 01.984',
306,"5/24/22, 11:11:05 AM",0 ft,0:00:01,0.2 mph,23 ft,214° true,N18° 21.534' W65° 01.984',
307,"5/24/22, 11:11:06 AM",1 ft,0:00:01,0.5 mph,24 ft,268° true,N18° 21.534' W65° 01.984',
308,"5/24/22, 11:11:07 AM",1 ft,0:00:01,0.4 mph,24 ft,283° true,N18° 21.534' W65° 01.984',
309,"5/24/22, 11:11:08 AM",1 ft,0:00:01,0.4 mph,24 ft,316° true,N18° 21.534' W65° 01.984',
310,"5/24/22, 11:11:09 AM",1 ft,0:00:01,0.5 mph,24 ft,318° true,N18° 21.534' W65° 01.984',
311,"5/24/22, 11:11:10 AM",1 ft,0:00:01,0.4 mph,24 ft,275° true,N18° 21.534' W65° 01.984',
312,"5/24/22, 11:11:11 AM",0 ft,0:00:01,0.3 mph,24 ft,330° true,N18° 21.534' W65° 01.984',
313,"5/24/22, 11:11:12 AM",0 ft,0:00:01,0.2 mph,24 ft,159° true,N18° 21.534' W65° 01.984',
314,"5/24/22, 11:11:13 AM",1 ft,0:00:01,0.9 mph,24 ft,140° true,N18° 21.534' W65° 01.984',
315,"5/24/22, 11:11:14 AM",2 ft,0:00:01,1.1 mph,24 ft,131° true,N18° 21.534' W65° 01.984',
316,"5/24/22, 11:11:15 AM",1 ft,0:00:01,0.5 mph,24 ft,117° true,N18° 21.534' W65° 01.984',
317,"5/24/22, 11:11:16 AM",1 ft,0:00:01,0.4 mph,24 ft,52° true,N18° 21.534' W65° 01.984',
318,"5/24/22, 11:11:17 AM",1 ft,0:00:01,0.4 mph,24 ft,3° true,N18° 21.534' W65° 01.984',
319,"5/24/22, 11:11:18 AM",1 ft,0:00:01,0.5 mph,24 ft,355° true,N18° 21.534' W65° 01.984',
320,"5/24/22, 11:11:19 AM",0 ft,0:00:01,0.3 mph,24 ft,316° true,N18° 21.534' W65° 01.984',
321,"5/24/22, 11:11:20 AM",1 ft,0:00:01,0.5 mph,24 ft,60° true,N18° 21.534' W65° 01.984',
322,"5/24/22, 11:11:21 AM",0 ft,0:00:01,0.3 mph,24 ft,167° true,N18° 21.534' W65° 01.984',
323,"5/24/22, 11:11:22 AM",0 ft,0:00:01,0.1 mph,24 ft,90° true,N18° 21.534' W65° 01.984',
324,"5/24/22, 11:11:23 AM",1 ft,0:00:01,0.4 mph,23 ft,175° true,N18° 21.534' W65° 01.984',
325,"5/24/22, 11:11:24 AM",1 ft,0:00:01,0.6 mph,23 ft,150° true,N18° 21.534' W65° 01.984',
326,"5/24/22, 11:11:25 AM",0 ft,0:00:01,0.2 mph,24 ft,136° true,N18° 21.534' W65° 01.984',
327,"5/24/22, 11:11:26 AM",0 ft,0:00:01,0.1 mph,24 ft,99° true,N18° 21.534' W65° 01.984',
328,"5/24/22, 11:11:27 AM",1 ft,0:00:01,0.7 mph,24 ft,47° true,N18° 21.534' W65° 01.984',
329,"5/24/22, 11:11:28 AM",1 ft,0:00:01,0.5 mph,24 ft,59° true,N18° 21.534' W65° 01.984',
330,"5/24/22, 11:11:29 AM",0 ft,0:00:01,0.3 mph,26 ft,73° true,N18° 21.534' W65° 01.983',
331,"5/24/22, 11:11:30 AM",0 ft,0:00:01,0.3 mph,26 ft,0° true,N18° 21.534' W65° 01.983',
332,"5/24/22, 11:11:31 AM",0 ft,0:00:01,0.1 mph,26 ft,44° true,N18° 21.534' W65° 01.983',
333,"5/24/22, 11:11:32 AM",0 ft,0:00:01,0.3 mph,26 ft,124° true,N18° 21.534' W65° 01.983',
334,"5/24/22, 11:11:33 AM",1 ft,0:00:01,0.5 mph,27 ft,105° true,N18° 21.534' W65° 01.983',
335,"5/24/22, 11:11:34 AM",0 ft,0:00:01,0.3 mph,27 ft,192° true,N18° 21.534' W65° 01.983',
336,"5/24/22, 11:11:35 AM",0 ft,0:00:01,0.2 mph,27 ft,210° true,N18° 21.534' W65° 01.983',
337,"5/24/22, 11:11:36 AM",0 ft,0:00:01,0.0 mph,29 ft,0° true,N18° 21.534' W65° 01.983',
338,"5/24/22, 11:11:37 AM",0 ft,0:00:01,0.3 mph,27 ft,288° true,N18° 21.534' W65° 01.983',
339,"5/24/22, 11:11:38 AM",1 ft,0:00:01,0.4 mph,27 ft,316° true,N18° 21.534' W65° 01.983',
340,"5/24/22, 11:11:39 AM",1 ft,0:00:01,0.5 mph,27 ft,306° true,N18° 21.534' W65° 01.983',
341,"5/24/22, 11:11:40 AM",1 ft,0:00:01,0.5 mph,27 ft,342° true,N18° 21.534' W65° 01.983',
342,"5/24/22, 11:11:41 AM",0 ft,0:00:01,0.3 mph,27 ft,4° true,N18° 21.534' W65° 01.983',
343,"5/24/22, 11:11:42 AM",1 ft,0:00:01,0.5 mph,26 ft,130° true,N18° 21.535' W65° 01.983',
344,"5/24/22, 11:11:43 AM",1 ft,0:00:01,0.8 mph,26 ft,158° true,N18° 21.534' W65° 01.983',
345,"5/24/22, 11:11:44 AM",1 ft,0:00:01,0.6 mph,26 ft,175° true,N18° 21.534' W65° 01.983',
346,"5/24/22, 11:11:45 AM",1 ft,0:00:01,0.3 mph,26 ft,211° true,N18° 21.534' W65° 01.983',
347,"5/24/22, 11:11:46 AM",0 ft,0:00:01,0.1 mph,24 ft,217° true,N18° 21.534' W65° 01.983',
348,"5/24/22, 11:11:47 AM",1 ft,0:00:01,0.6 mph,24 ft,166° true,N18° 21.534' W65° 01.983',
349,"5/24/22, 11:11:48 AM",1 ft,0:00:01,0.6 mph,24 ft,84° true,N18° 21.534' W65° 01.983',
350,"5/24/22, 11:11:49 AM",0 ft,0:00:01,0.1 mph,24 ft,280° true,N18° 21.534' W65° 01.983',
351,"5/24/22, 11:11:50 AM",0 ft,0:00:01,0.2 mph,24 ft,30° true,N18° 21.534' W65° 01.983',
352,"5/24/22, 11:11:51 AM",1 ft,0:00:01,0.5 mph,24 ft,351° true,N18° 21.534' W65° 01.983',
353,"5/24/22, 11:11:52 AM",1 ft,0:00:01,0.7 mph,24 ft,312° true,N18° 21.534' W65° 01.983',
354,"5/24/22, 11:11:53 AM",1 ft,0:00:01,0.8 mph,23 ft,299° true,N18° 21.534' W65° 01.983',
355,"5/24/22, 11:11:54 AM",1 ft,0:00:01,0.6 mph,23 ft,268° true,N18° 21.534' W65° 01.984',
356,"5/24/22, 11:11:55 AM",1 ft,0:00:01,0.4 mph,23 ft,265° true,N18° 21.534' W65° 01.984',
357,"5/24/22, 11:11:56 AM",1 ft,0:00:01,0.6 mph,23 ft,140° true,N18° 21.534' W65° 01.984',
358,"5/24/22, 11:11:57 AM",1 ft,0:00:01,0.8 mph,21 ft,179° true,N18° 21.534' W65° 01.984',
359,"5/24/22, 11:11:58 AM",1 ft,0:00:01,0.8 mph,21 ft,62° true,N18° 21.534' W65° 01.984',
360,"5/24/22, 11:11:59 AM",1 ft,0:00:01,0.5 mph,21 ft,104° true,N18° 21.534' W65° 01.983',
361,"5/24/22, 11:12:00 AM",0 ft,0:00:01,0.1 mph,21 ft,32° true,N18° 21.534' W65° 01.983',
362,"5/24/22, 11:12:01 AM",0 ft,0:00:01,0.1 mph,21 ft,261° true,N18° 21.534' W65° 01.983',
363,"5/24/22, 11:12:02 AM",1 ft,0:00:01,1.0 mph,21 ft,307° true,N18° 21.534' W65° 01.983',
364,"5/24/22, 11:12:03 AM",1 ft,0:00:01,0.8 mph,21 ft,318° true,N18° 21.534' W65° 01.984',
365,"5/24/22, 11:12:04 AM",1 ft,0:00:01,1.0 mph,21 ft,314° true,N18° 21.534' W65° 01.984',
366,"5/24/22, 11:12:05 AM",1 ft,0:00:01,0.6 mph,21 ft,297° true,N18° 21.534' W65° 01.984',
367,"5/24/22, 11:12:06 AM",1 ft,0:00:01,0.4 mph,21 ft,138° true,N18° 21.535' W65° 01.984',
368,"5/24/22, 11:12:07 AM",1 ft,0:00:01,1.0 mph,21 ft,113° true,N18° 21.534' W65° 01.984',
369,"5/24/22, 11:12:08 AM",2 ft,0:00:01,1.0 mph,21 ft,121° true,N18° 21.534' W65° 01.984',
370,"5/24/22, 11:12:09 AM",1 ft,0:00:01,0.8 mph,21 ft,48° true,N18° 21.534' W65° 01.984',
371,"5/24/22, 11:12:10 AM",1 ft,0:00:01,0.4 mph,21 ft,79° true,N18° 21.534' W65° 01.983',
372,"5/24/22, 11:12:11 AM",0 ft,0:00:01,0.2 mph,21 ft,52° true,N18° 21.534' W65° 01.983',
373,"5/24/22, 11:12:12 AM",0 ft,0:00:01,0.3 mph,21 ft,328° true,N18° 21.534' W65° 01.983',
374,"5/24/22, 11:12:13 AM",0 ft,0:00:01,0.2 mph,21 ft,330° true,N18° 21.534' W65° 01.983',
375,"5/24/22, 11:12:14 AM",1 ft,0:00:01,0.6 mph,21 ft,288° true,N18° 21.535' W65° 01.983',
376,"5/24/22, 11:12:15 AM",1 ft,0:00:01,0.9 mph,21 ft,285° true,N18° 21.535' W65° 01.983',
377,"5/24/22, 11:12:16 AM",1 ft,0:00:01,0.8 mph,21 ft,147° true,N18° 21.535' W65° 01.984',
378,"5/24/22, 11:12:17 AM",1 ft,0:00:01,0.9 mph,21 ft,135° true,N18° 21.534' W65° 01.984',
379,"5/24/22, 11:12:18 AM",2 ft,0:00:01,1.0 mph,23 ft,133° true,N18° 21.534' W65° 01.983',
380,"5/24/22, 11:12:19 AM",1 ft,0:00:01,0.4 mph,23 ft,343° true,N18° 21.534' W65° 01.983',
381,"5/24/22, 11:12:20 AM",0 ft,0:00:01,0.3 mph,23 ft,86° true,N18° 21.534' W65° 01.983',
382,"5/24/22, 11:12:21 AM",0 ft,0:00:01,0.2 mph,23 ft,211° true,N18° 21.534' W65° 01.983',
383,"5/24/22, 11:12:22 AM",0 ft,0:00:01,0.2 mph,23 ft,203° true,N18° 21.534' W65° 01.983',
384,"5/24/22, 11:12:23 AM",0 ft,0:00:01,0.3 mph,23 ft,50° true,N18° 21.534' W65° 01.983',
385,"5/24/22, 11:12:24 AM",1 ft,0:00:01,0.5 mph,23 ft,310° true,N18° 21.534' W65° 01.983',
386,"5/24/22, 11:12:25 AM",1 ft,0:00:01,0.6 mph,23 ft,291° true,N18° 21.534' W65° 01.983',
387,"5/24/22, 11:12:26 AM",2 ft,0:00:01,1.1 mph,23 ft,307° true,N18° 21.534' W65° 01.983',
388,"5/24/22, 11:12:27 AM",1 ft,0:00:01,0.3 mph,23 ft,193° true,N18° 21.534' W65° 01.984',
389,"5/24/22, 11:12:28 AM",1 ft,0:00:01,0.5 mph,23 ft,220° true,N18° 21.534' W65° 01.984',
390,"5/24/22, 11:12:29 AM",1 ft,0:00:01,0.4 mph,23 ft,180° true,N18° 21.534' W65° 01.984',
391,"5/24/22, 11:12:30 AM",0 ft,0:00:01,0.3 mph,23 ft,128° true,N18° 21.534' W65° 01.984',
392,"5/24/22, 11:12:31 AM",1 ft,0:00:01,0.4 mph,23 ft,157° true,N18° 21.534' W65° 01.984',
393,"5/24/22, 11:12:32 AM",0 ft,0:00:01,0.3 mph,23 ft,127° true,N18° 21.534' W65° 01.984',
394,"5/24/22, 11:12:33 AM",0 ft,0:00:01,0.2 mph,23 ft,59° true,N18° 21.534' W65° 01.984',
395,"5/24/22, 11:12:34 AM",1 ft,0:00:01,0.4 mph,23 ft,338° true,N18° 21.534' W65° 01.984',
396,"5/24/22, 11:12:35 AM",0 ft,0:00:01,0.1 mph,24 ft,8° true,N18° 21.534' W65° 01.984',
397,"5/24/22, 11:12:36 AM",0 ft,0:00:01,0.2 mph,23 ft,174° true,N18° 21.534' W65° 01.984',
398,"5/24/22, 11:12:37 AM",0 ft,0:00:01,0.3 mph,24 ft,102° true,N18° 21.534' W65° 01.984',
399,"5/24/22, 11:12:38 AM",1 ft,0:00:01,0.7 mph,24 ft,67° true,N18° 21.534' W65° 01.983',
400,"5/24/22, 11:12:39 AM",1 ft,0:00:01,0.4 mph,24 ft,3° true,N18° 21.534' W65° 01.983',
401,"5/24/22, 11:12:40 AM",1 ft,0:00:01,0.3 mph,24 ft,321° true,N18° 21.534' W65° 01.983',
402,"5/24/22, 11:12:41 AM",1 ft,0:00:01,0.7 mph,24 ft,308° true,N18° 21.534' W65° 01.983',
403,"5/24/22, 11:12:42 AM",1 ft,0:00:01,1.0 mph,23 ft,283° true,N18° 21.534' W65° 01.984',
404,"5/24/22, 11:12:43 AM",1 ft,0:00:01,0.5 mph,23 ft,288° true,N18° 21.535' W65° 01.984',
405,"5/24/22, 11:12:44 AM",1 ft,0:00:01,0.6 mph,23 ft,115° true,N18° 21.535' W65° 01.984',
406,"5/24/22, 11:12:45 AM",2 ft,0:00:01,1.4 mph,23 ft,121° true,N18° 21.534' W65° 01.984',
407,"5/24/22, 11:12:46 AM",0 ft,0:00:01,0.3 mph,23 ft,298° true,N18° 21.534' W65° 01.983',
408,"5/24/22, 11:12:47 AM",1 ft,0:00:01,0.5 mph,24 ft,268° true,N18° 21.534' W65° 01.984',
409,"5/24/22, 11:12:48 AM",1 ft,0:00:01,0.7 mph,23 ft,265° true,N18° 21.534' W65° 01.984',
410,"5/24/22, 11:12:49 AM",0 ft,0:00:01,0.2 mph,24 ft,240° true,N18° 21.534' W65° 01.984',
411,"5/24/22, 11:12:50 AM",0 ft,0:00:01,0.3 mph,24 ft,239° true,N18° 21.534' W65° 01.984',
412,"5/24/22, 11:12:51 AM",1 ft,0:00:01,0.5 mph,23 ft,285° true,N18° 21.534' W65° 01.984',
413,"5/24/22, 11:12:52 AM",1 ft,0:00:01,0.6 mph,24 ft,278° true,N18° 21.534' W65° 01.984',
414,"5/24/22, 11:12:53 AM",1 ft,0:00:01,0.5 mph,24 ft,286° true,N18° 21.534' W65° 01.984',
415,"5/24/22, 11:12:54 AM",1 ft,0:00:01,1.0 mph,24 ft,114° true,N18° 21.534' W65° 01.984',
416,"5/24/22, 11:12:55 AM",1 ft,0:00:01,0.9 mph,24 ft,123° true,N18° 21.534' W65° 01.984',
417,"5/24/22, 11:12:56 AM",1 ft,0:00:01,1.0 mph,24 ft,117° true,N18° 21.534' W65° 01.984',
418,"5/24/22, 11:12:57 AM",1 ft,0:00:01,0.6 mph,24 ft,112° true,N18° 21.534' W65° 01.984',
419,"5/24/22, 11:12:58 AM",1 ft,0:00:01,0.9 mph,24 ft,169° true,N18° 21.534' W65° 01.984',
420,"5/24/22, 11:12:59 AM",0 ft,0:00:01,0.3 mph,24 ft,204° true,N18° 21.534' W65° 01.984',
421,"5/24/22, 11:13:00 AM",0 ft,0:00:01,0.3 mph,24 ft,261° true,N18° 21.534' W65° 01.984',
422,"5/24/22, 11:13:01 AM",1 ft,0:00:01,0.4 mph,24 ft,252° true,N18° 21.534' W65° 01.984',
423,"5/24/22, 11:13:02 AM",0 ft,0:00:01,0.2 mph,23 ft,275° true,N18° 21.534' W65° 01.984',
424,"5/24/22, 11:13:03 AM",1 ft,0:00:01,0.6 mph,23 ft,287° true,N18° 21.534' W65° 01.984',
425,"5/24/22, 11:13:04 AM",1 ft,0:00:01,0.4 mph,24 ft,31° true,N18° 21.534' W65° 01.984',
426,"5/24/22, 11:13:05 AM",0 ft,0:00:01,0.3 mph,23 ft,12° true,N18° 21.534' W65° 01.984',
427,"5/24/22, 11:13:06 AM",1 ft,0:00:01,0.5 mph,23 ft,82° true,N18° 21.534' W65° 01.984',
428,"5/24/22, 11:13:07 AM",1 ft,0:00:01,0.6 mph,23 ft,112° true,N18° 21.534' W65° 01.984',
429,"5/24/22, 11:13:08 AM",1 ft,0:00:01,0.9 mph,24 ft,37° true,N18° 21.534' W65° 01.984',
430,"5/24/22, 11:13:09 AM",0 ft,0:00:01,0.1 mph,23 ft,35° true,N18° 21.534' W65° 01.983',
431,"5/24/22, 11:13:10 AM",0 ft,0:00:01,0.2 mph,23 ft,337° true,N18° 21.534' W65° 01.983',
432,"5/24/22, 11:13:11 AM",0 ft,0:00:01,0.1 mph,24 ft,0° true,N18° 21.534' W65° 01.983',
433,"5/24/22, 11:13:12 AM",0 ft,0:00:01,0.2 mph,23 ft,308° true,N18° 21.534' W65° 01.983',
434,"5/24/22, 11:13:13 AM",1 ft,0:00:01,0.6 mph,23 ft,289° true,N18° 21.534' W65° 01.983',
435,"5/24/22, 11:13:14 AM",1 ft,0:00:01,0.7 mph,23 ft,282° true,N18° 21.534' W65° 01.984',
436,"5/24/22, 11:13:15 AM",1 ft,0:00:01,0.6 mph,23 ft,264° true,N18° 21.534' W65° 01.984',
437,"5/24/22, 11:13:16 AM",1 ft,0:00:01,0.9 mph,21 ft,36° true,N18° 21.534' W65° 01.984',
438,"5/24/22, 11:13:17 AM",1 ft,0:00:01,0.9 mph,21 ft,98° true,N18° 21.534' W65° 01.984',
439,"5/24/22, 11:13:18 AM",2 ft,0:00:01,1.4 mph,21 ft,108° true,N18° 21.534' W65° 01.984',
440,"5/24/22, 11:13:19 AM",2 ft,0:00:01,1.1 mph,21 ft,116° true,N18° 21.534' W65° 01.983',
